Deal Number,FE Price,FE Margin,F&I (BE) Margin,Grand Total Mrgn,After Tax Price ,Delivery Date
12814,"14,259.00","2,300.39","1,214.00","3,514.39","17,163.68",05/19/2023 12:00:00.000 
12809,"3,199.00",635.33,494.00,"1,129.33","3,959.23",05/17/2023 12:00:00.000 
12800,"15,629.00","3,964.47","1,511.45","5,475.92","18,729.00",05/17/2023 12:00:00.000 
12810,"3,199.00",636.33,494.00,"1,130.33","3,959.23",05/17/2023 12:00:00.000 
12751,"10,755.75","1,946.10",519.00,"2,465.10","11,344.22",05/17/2023 12:00:00.000 
12807,"2,367.95",198.73,199.00,397.73,"2,871.62",05/16/2023 12:00:00.000 
12808,"12,883.17",675.69,714.00,"1,389.69","14,147.50",05/16/2023 12:00:00.000 
12740,"13,205.75","2,231.75",528.60,"2,760.35","13,973.09",05/16/2023 12:00:00.000 
12803,"7,807.00","1,018.37","1,190.00","2,208.37","9,733.07",05/16/2023 12:00:00.000 
12777,"1,759.00",640.30,199.00,839.30,"2,040.03",05/13/2023 12:00:00.000 
12805,"11,726.00","2,234.69","1,877.00","4,111.69","15,115.35",05/13/2023 12:00:00.000 
12802,"16,351.00","3,015.75",449.00,"3,464.75","16,800.00",05/13/2023 12:00:00.000 
12804,"4,099.00",616.30,694.40,"1,310.70","5,123.50",05/13/2023 12:00:00.000 
12806,"11,399.00","2,524.50","1,989.03","4,513.53","15,668.79",05/13/2023 12:00:00.000 
12799,"5,609.65",552.10,824.25,"1,376.35","7,187.92",05/12/2023 12:00:00.000 
12798,"10,029.00","2,067.15","2,053.04","4,120.19","15,161.73",05/12/2023 12:00:00.000 
12801,"1,329.00",331.43,199.00,530.43,"1,679.61",05/12/2023 12:00:00.000 
12756,"9,751.00","1,467.47",349.00,"1,816.47","10,105.96",05/12/2023 12:00:00.000 
12797,"5,925.75",925.75,349.00,"1,274.75","6,456.72",05/12/2023 12:00:00.000 
12792,"1,399.00",473.33,199.00,672.33,"1,759.40",05/11/2023 12:00:00.000 
12795,"9,047.55","1,490.00","2,816.78","4,306.78","13,235.89",05/11/2023 12:00:00.000 
12796,"10,649.00","1,571.30",544.00,"2,115.30","12,259.28",05/11/2023 12:00:00.000 
12790,"8,949.00","1,119.38",544.00,"1,663.38","9,884.59",05/10/2023 12:00:00.000 
12793,"2,357.00",156.95,324.00,480.95,"2,919.70",05/10/2023 12:00:00.000 
12791,"7,906.00","1,196.23",349.00,"1,545.23","8,519.65",05/10/2023 12:00:00.000 
12788,"10,784.98","1,093.99","2,713.00","3,806.99","14,915.23",05/09/2023 12:00:00.000 
12787,"2,759.00",811.00,544.00,"1,355.00","3,432.25",05/09/2023 12:00:00.000 
12782,"6,419.52","1,232.90","1,336.05","2,568.95","8,434.47",05/06/2023 12:00:00.000 
12776,"6,679.00",884.77,349.00,"1,233.77","7,115.00",05/06/2023 12:00:00.000 
12784,"7,649.00","1,135.90",644.00,"1,779.90","8,823.76",05/06/2023 12:00:00.000 
12786,"1,399.00",398.25,199.00,597.25,"1,669.59",05/06/2023 12:00:00.000 
12785,"10,720.00",962.89,519.00,"1,481.89","11,264.25",05/06/2023 12:00:00.000 
12780,"10,447.55","1,742.00",932.00,"2,674.00","11,120.80",05/06/2023 12:00:00.000 
12781,"10,219.00","1,667.45",972.76,"2,640.21","10,892.25",05/06/2023 12:00:00.000 
12783,"12,563.94","1,909.03","3,059.00","4,968.03","17,783.03",05/06/2023 12:00:00.000 
12775,"7,879.95",902.93,921.00,"1,823.93","10,098.16",05/06/2023 12:00:00.000 
12778,"1,459.00",510.28,199.00,709.28,"1,731.33",05/05/2023 12:00:00.000 
12770,836.00,302.50,349.00,651.50,"1,244.62",05/05/2023 12:00:00.000 
12773,"3,099.00",363.30,694.00,"1,057.30","4,486.05",05/05/2023 12:00:00.000 
12774,"3,099.00",363.27,694.00,"1,057.27","4,486.05",05/05/2023 12:00:00.000 
12772,"8,199.94",621.32,749.00,"1,370.32","10,372.57",05/05/2023 12:00:00.000 
12771,"18,967.00","7,153.47","1,359.00","8,512.47","17,167.25",05/04/2023 12:00:00.000 
12763,"7,400.00",737.80,449.00,"1,186.80","8,262.64",05/03/2023 12:00:00.000 
12761,"3,000.00","-2,127.34",0.00,"-2,127.34","3,281.10",05/03/2023 12:00:00.000 
12759,"4,525.00",-140.15,199.00,58.85,"4,886.25",05/02/2023 12:00:00.000 
12765,"15,829.00","3,198.87",696.39,"3,895.26","17,739.70",04/29/2023 12:00:00.000 
12767,"29,500.00","4,780.21","2,480.00","7,260.21","35,830.76",04/29/2023 12:00:00.000 
12764,"15,829.00","3,188.92",696.39,"3,885.31","17,739.70",04/29/2023 12:00:00.000 
12760,"8,919.99","1,409.40",544.00,"1,953.40","9,862.04",04/29/2023 12:00:00.000 
12766,"7,807.00",793.40,749.00,"1,542.40","9,487.77",04/29/2023 12:00:00.000 
12762,"3,099.00",363.30,349.00,712.30,"3,573.24",04/29/2023 12:00:00.000 
12757,"1,359.00",388.20,199.00,587.20,"1,663.60",04/28/2023 12:00:00.000 
12758,"10,877.90","2,171.48","1,194.00","3,365.48","13,358.15",04/28/2023 12:00:00.000 
12752,"15,294.63","2,905.01",519.00,"3,424.01","16,660.37",04/26/2023 12:00:00.000 
12746,"4,036.00","1,559.03",199.00,"1,758.03","4,357.82",04/22/2023 12:00:00.000 
12736,"8,070.00","2,033.21",616.98,"2,650.19","9,408.12",04/22/2023 12:00:00.000 
12745,"15,741.95","1,007.12","1,119.00","2,126.12","18,436.94",04/22/2023 12:00:00.000 
12749,"18,930.00","-3,513.93","1,133.75","-2,380.18","22,006.47",04/22/2023 12:00:00.000 
12747,"23,435.75","4,245.60","2,149.37","6,394.97","26,911.86",04/22/2023 12:00:00.000 
12748,"1,459.00",385.43,199.00,584.43,"1,770.62",04/22/2023 12:00:00.000 
12743,"5,999.00","1,650.00","1,805.42","3,455.42","9,056.79",04/21/2023 12:00:00.000 
12742,"5,174.00",565.46,349.00,914.46,"5,523.00",04/21/2023 12:00:00.000 
12744,"13,489.15","2,009.00",519.00,"2,528.00","14,468.81",04/21/2023 12:00:00.000 
12737,"10,409.65","1,578.00",649.00,"2,227.00","11,940.90",04/21/2023 12:00:00.000 
12739,"3,248.75",934.95,199.00,"1,133.95","3,733.64",04/20/2023 12:00:00.000 
12738,"5,709.65","1,113.95",349.00,"1,462.95","6,541.50",04/19/2023 12:00:00.000 
12735,"6,807.00",778.11,"1,048.00","1,826.11","8,475.00",04/18/2023 12:00:00.000 
12733,"10,919.00","2,070.19",819.00,"2,889.19","13,027.67",04/15/2023 12:00:00.000 
12427,"5,649.00","1,053.25",349.00,"1,402.25","6,197.19",04/15/2023 12:00:00.000 
12734,"5,649.00","1,053.25",349.00,"1,402.25","6,534.28",04/15/2023 12:00:00.000 
12729,"4,876.00",120.40,924.69,"1,045.09","7,054.38",04/15/2023 12:00:00.000 
12692,"8,625.85",789.00,690.58,"1,479.58","9,772.08",04/14/2023 12:00:00.000 
12731,"17,431.29","2,005.00","2,980.38","4,985.38","23,159.11",04/14/2023 12:00:00.000 
12732,"10,977.55","1,625.00","2,956.45","4,581.45","15,727.73",04/14/2023 12:00:00.000 
12730,"13,158.94","1,946.30",349.00,"2,295.30","14,245.06",04/13/2023 12:00:00.000 
12615,"13,727.52",945.00,349.00,"1,294.00","14,803.79",04/13/2023 12:00:00.000 
12698,"7,633.00",874.95,"1,049.24","1,924.19","10,049.62",04/13/2023 12:00:00.000 
12717,"31,232.85","6,420.00","3,874.92","10,294.92","35,871.07",04/12/2023 12:00:00.000 
12726,"4,399.00",509.83,328.96,838.79,"4,840.31",04/11/2023 12:00:00.000 
12725,"4,877.55",583.62,"1,644.00","2,227.62","8,223.26",04/11/2023 12:00:00.000 
12721,"14,629.00","2,670.39","1,814.00","4,484.39","18,331.47",04/08/2023 12:00:00.000 
12720,"8,617.50","1,260.00",608.03,"1,868.03","9,544.31",04/08/2023 12:00:00.000 
12718,"5,981.00","-1,217.04",493.75,-723.29,"7,062.90",04/08/2023 12:00:00.000 
12716,"13,149.00","2,031.25",753.60,"2,784.85","14,973.63",04/08/2023 12:00:00.000 
12724,"8,094.00","1,353.35",349.00,"1,702.35","9,114.14",04/08/2023 12:00:00.000 
12715,"3,145.99",400.30,"1,777.79","2,178.09","5,957.42",04/08/2023 12:00:00.000 
12722,"14,629.00","2,670.39","1,814.00","4,484.39","18,331.47",04/08/2023 12:00:00.000 
12723,"8,019.00","1,261.50",349.00,"1,610.50","9,033.40",04/08/2023 12:00:00.000 
12714,"3,099.00",363.27,630.13,993.40,"3,953.96",04/07/2023 12:00:00.000 
12711,"9,358.49","1,180.22","2,378.79","3,559.01","13,339.51",04/06/2023 12:00:00.000 
12712,"3,199.43",710.78,349.00,"1,059.78","3,876.00",04/06/2023 12:00:00.000 
12672,"10,897.83",-385.44,400.00,14.56,"11,497.40",04/05/2023 12:00:00.000 
12710,"4,809.65",906.00,544.00,"1,450.00","5,457.65",04/04/2023 12:00:00.000 
12709,"2,048.91",413.36,199.00,612.36,"2,464.69",04/04/2023 12:00:00.000 
12707,"1,329.00",362.30,199.00,561.30,"1,597.56",04/01/2023 12:00:00.000 
12706,"1,329.00",489.24,199.00,688.24,"1,597.56",04/01/2023 12:00:00.000 
12705,"21,635.00","1,786.29","1,373.66","3,159.95","23,798.89",04/01/2023 12:00:00.000 
12704,"3,149.00","1,500.00",394.00,"1,894.00","3,823.44",04/01/2023 12:00:00.000 
12703,"4,099.00",616.30,879.20,"1,495.50","5,216.53",03/31/2023 12:00:00.000 
12702,"5,337.00",840.90,"1,561.76","2,402.66","7,981.37",03/31/2023 12:00:00.000 
12696,"8,949.00","1,365.35","1,445.76","2,811.11","11,125.53",03/30/2023 12:00:00.000 
12700,"5,699.99","1,053.25",810.56,"1,863.81","6,847.94",03/30/2023 12:00:00.000 
12699,"4,839.65",941.95,349.00,"1,290.95","5,655.97",03/30/2023 12:00:00.000 
12695,"3,199.00",710.35,569.00,"1,279.35","3,872.00",03/29/2023 12:00:00.000 
12694,"6,882.00",728.19,449.00,"1,177.19","7,637.32",03/29/2023 12:00:00.000 
12693,"10,549.00","1,249.40",349.00,"1,598.40","10,923.25",03/28/2023 12:00:00.000 
12690,"10,854.94","1,931.25",459.68,"2,390.93","12,372.00",03/25/2023 12:00:00.000 
12691,"13,319.00","2,525.95","2,908.00","5,433.95","18,424.84",03/25/2023 12:00:00.000 
12689,"9,349.00","1,437.30",349.00,"1,786.30","10,004.49",03/25/2023 12:00:00.000 
12656,"4,099.00",799.60,449.00,"1,248.60","4,548.00",03/25/2023 12:00:00.000 
12688,"4,099.00",534.30,199.00,733.30,"4,412.44",03/25/2023 12:00:00.000 
12686,"9,249.00","1,429.25",759.05,"2,188.30","10,752.48",03/24/2023 12:00:00.000 
12687,"17,855.00","2,006.61",796.42,"2,803.03","20,161.66",03/24/2023 12:00:00.000 
12683,"8,949.00","1,365.30","1,007.60","2,372.90","10,113.25",03/23/2023 12:00:00.000 
12675,"14,748.99","2,667.44","2,613.00","5,280.44","18,834.23",03/22/2023 12:00:00.000 
12682,"3,866.37",-369.54,349.00,-20.54,"4,462.78",03/22/2023 12:00:00.000 
12681,"30,814.45","3,797.30","2,581.00","6,378.30","36,389.64",03/21/2023 12:00:00.000 
12680,"3,099.00",372.22,349.00,721.22,"3,599.11",03/18/2023 12:00:00.000 
12679,"15,252.48","2,405.39","2,064.00","4,469.39","18,473.99",03/18/2023 12:00:00.000 
12677,"14,629.00","2,670.39","2,513.00","5,183.39","19,284.06",03/18/2023 12:00:00.000 
12678,"5,649.00","1,053.25",544.00,"1,597.25","6,496.19",03/18/2023 12:00:00.000 
12676,"2,407.00",328.29,262.36,590.65,"2,828.03",03/17/2023 12:00:00.000 
12674,"26,175.65","4,253.10","1,268.00","5,521.10","29,906.62",03/17/2023 12:00:00.000 
12670,"6,882.00",748.64,849.00,"1,597.64","8,585.95",03/17/2023 12:00:00.000 
12673,"2,099.00",-232.97,-25.25,-258.22,"2,099.00",03/17/2023 12:00:00.000 
12669,"4,151.00","1,825.86",349.00,"2,174.86","4,500.00",03/16/2023 12:00:00.000 
12671,"22,061.94","2,593.80","2,005.40","4,599.20","24,270.32",03/16/2023 12:00:00.000 
12668,"14,629.00","2,670.39","2,358.00","5,028.39","19,042.37",03/14/2023 12:00:00.000 
12667,"13,349.00","2,331.21","2,358.00","4,689.21","17,721.77",03/14/2023 12:00:00.000 
12665,"7,950.00","2,294.05",349.00,"2,643.05","8,564.92",03/14/2023 12:00:00.000 
12666,"12,875.95","2,963.70","1,314.00","4,277.70","15,529.59",03/14/2023 12:00:00.000 
12663,"21,632.90","3,213.30","1,644.00","4,857.30","25,150.53",03/11/2023 12:00:00.000 
12660,"14,629.00","2,670.39","1,586.19","4,256.58","18,202.67",03/11/2023 12:00:00.000 
12659,"12,537.00","1,083.35",906.29,"1,989.64","14,141.66",03/10/2023 12:00:00.000 
12657,"14,629.00","2,670.39","1,513.50","4,183.89","17,633.18",03/10/2023 12:00:00.000 
12658,"7,907.00",726.65,"1,144.00","1,870.65","10,362.00",03/10/2023 12:00:00.000 
12655,"6,972.00",294.95,349.00,643.95,"7,321.00",03/03/2023 12:00:00.000 
12628,0.00,0.00,400.00,400.00,"1,070.00",03/03/2023 12:00:00.000 
12654,"7,824.00",230.30,"2,038.25","2,268.55","10,458.59",02/28/2023 12:00:00.000 
12653,"6,411.00","2,159.17",954.10,"3,113.27","7,694.00",02/28/2023 12:00:00.000 
12649,"12,562.96","1,801.90",714.00,"2,515.90","13,821.76",02/25/2023 02:00:00.000 
12648,"15,626.98","2,137.42","2,730.98","4,868.40","20,777.29",02/25/2023 12:00:00.000 
12651,"10,419.00",785.22,"1,566.75","2,351.97","12,862.49",02/25/2023 12:00:00.000 
12650,"8,187.00",583.35,"1,037.00","1,620.35","9,993.90",02/25/2023 12:00:00.000 
12647,"3,865.10","1,718.83",349.00,"2,067.83","3,648.71",02/25/2023 12:00:00.000 
12644,"8,019.00","1,061.48",792.00,"1,853.48","9,560.25",02/24/2023 12:00:00.000 
12646,"12,229.00",937.06,"1,748.00","2,685.06","16,164.73",02/24/2023 12:00:00.000 
12561,"8,102.99","6,499.66",449.00,"6,948.66","8,800.00",02/22/2023 12:00:00.000 
12633,"4,949.20",716.06,512.80,"1,228.86","5,961.30",02/21/2023 12:00:00.000 
12634,"4,949.20",634.53,502.00,"1,136.53","5,961.30",02/21/2023 12:00:00.000 
12642,"6,165.15",0.00,0.00,0.00,"6,165.15",02/21/2023 12:00:00.000 
12641,"6,145.25",0.00,0.00,0.00,"6,145.25",02/21/2023 12:00:00.000 
12625,"5,072.90","1,232.90",449.00,"1,681.90","5,992.36",02/21/2023 12:00:00.000 
12643,"11,232.95","1,574.08","3,010.31","4,584.39","16,142.42",02/21/2023 12:00:00.000 
12639,"5,649.00",811.35,"1,525.60","2,336.95","7,730.00",02/18/2023 12:00:00.000 
12635,"1,334.70",385.98,0.00,385.98,"1,373.41",02/17/2023 12:00:00.000 
12637,"1,359.00",189.63,199.00,388.63,"1,715.99",02/17/2023 12:00:00.000 
12638,"5,688.52",880.99,349.00,"1,229.99","6,380.95",02/17/2023 12:00:00.000 
12596,"12,676.30","1,581.43","1,444.00","3,025.43","14,819.55",02/17/2023 12:00:00.000 
12636,"1,274.00",348.33,199.00,547.33,"1,587.88",02/16/2023 12:00:00.000 
12619,"13,539.89","2,442.42",449.00,"2,891.42","14,754.07",02/14/2023 12:00:00.000 
12622,"5,289.00",296.43,349.00,645.43,"6,153.91",02/11/2023 12:00:00.000 
12630,"28,125.75","-3,171.21",298.50,"-2,872.71","28,500.00",02/11/2023 12:00:00.000 
12629,"3,768.00",729.03,199.00,928.03,"4,176.06",02/11/2023 12:00:00.000 
12624,"16,583.60","2,139.88","2,994.00","5,133.88","22,091.04",02/10/2023 12:00:00.000 
12627,"22,300.30","1,607.43","1,514.00","3,121.43","26,213.00",02/09/2023 12:00:00.000 
12623,"3,149.00",465.28,199.00,664.28,"3,524.44",02/07/2023 12:00:00.000 
12621,"16,449.00","2,776.97","2,231.00","5,007.97","20,641.00",02/04/2023 12:00:00.000 
12620,"10,537.72",0.00,-25.25,-25.25,"10,537.72",02/03/2023 12:00:00.000 
12597,"4,556.00",658.25,869.00,"1,527.25","6,230.13",02/01/2023 12:00:00.000 
12618,"5,511.00","1,061.75","1,931.00","2,992.75","8,920.82",01/28/2023 12:00:00.000 
12614,"9,400.00","1,417.61","1,423.80","2,841.41","11,324.80",01/27/2023 12:00:00.000 
12616,"9,538.49",983.35,349.00,"1,332.35","10,404.69",01/26/2023 12:00:00.000 
12612,"10,587.00","1,331.38",349.00,"1,680.38","11,278.39",01/24/2023 12:00:00.000 
12609,"3,099.00",372.22,349.00,721.22,"3,664.79",01/21/2023 12:00:00.000 
12613,"9,278.00","1,426.28","1,261.86","2,688.14","11,514.44",01/20/2023 12:00:00.000 
12611,"8,864.50",831.43,694.00,"1,525.43","10,822.74",01/20/2023 12:00:00.000 
12610,"4,286.00",-78.58,349.00,270.42,"4,904.52",01/19/2023 12:00:00.000 
12568,"11,399.00","1,531.13",349.00,"1,880.13","12,660.05",01/13/2023 12:00:00.000 
12604,"8,700.00","1,602.27",349.00,"1,951.27","9,328.17",01/10/2023 12:00:00.000 
12605,0.00,0.00,900.00,900.00,"1,950.00",01/07/2023 12:00:00.000 
12600,"10,258.99","1,195.37","1,329.00","2,524.37","12,549.64",01/07/2023 12:00:00.000 
12539,"11,273.50","1,618.11",349.00,"1,967.11","12,260.25",01/04/2023 12:00:00.000 
12598,"25,256.95","2,975.33",519.00,"3,494.33","25,811.34",01/03/2023 12:00:00.000 
12579,"20,520.95","2,245.83","1,324.95","3,570.78","23,359.13",12/30/2022 12:00:00.000 
12571,"18,766.10","2,011.88",519.00,"2,530.88","19,873.54",12/27/2022 12:00:00.000 
12591,"9,454.81",713.65,519.00,"1,232.65","10,331.86",12/24/2022 12:00:00.000 
12595,"2,111.00",408.92,349.00,757.92,"2,670.75",12/24/2022 12:00:00.000 
12593,"7,625.00",11.37,349.00,360.37,"8,230.50",12/24/2022 12:00:00.000 
12592,"3,450.95",715.28,199.00,914.28,"3,925.30",12/24/2022 12:00:00.000 
12590,"4,751.00","1,219.13",449.00,"1,668.13","5,630.04",12/24/2022 12:00:00.000 
12594,"7,625.50",21.85,349.00,370.85,"8,231.01",12/24/2022 12:00:00.000 
12549,"12,752.14","1,874.37",349.00,"2,223.37","13,807.01",12/23/2022 12:00:00.000 
12584,"27,367.05","2,580.33",519.00,"3,099.33","29,388.01",12/21/2022 12:00:00.000 
12588,"25,092.00","4,530.33",519.00,"5,049.33","26,345.68",12/21/2022 12:00:00.000 
12586,"8,619.00","1,714.34","1,298.03","3,012.37","10,935.86",12/20/2022 12:00:00.000 
12583,"3,568.00",400.03,199.00,599.03,"3,767.00",12/20/2022 12:00:00.000 
12587,"3,568.00",325.53,199.00,524.53,"4,050.52",12/20/2022 12:00:00.000 
12582,"22,040.65","2,240.83",519.00,"2,759.83","22,599.30",12/20/2022 12:00:00.000 
12523,"3,349.00",535.30,349.00,884.30,"3,698.00",12/20/2022 12:00:00.000 
12585,"8,619.00","1,025.30","1,397.39","2,422.69","10,935.86",12/20/2022 12:00:00.000 
12566,"12,187.00",597.39,349.00,946.39,"13,000.01",12/17/2022 12:00:00.000 
12572,"5,317.00","1,177.54",498.74,"1,676.28","5,989.84",12/14/2022 12:00:00.000 
12573,"7,119.00",785.22,349.00,"1,134.22","7,468.00",12/14/2022 12:00:00.000 
12562,"3,099.00",337.28,199.00,536.28,"3,497.05",12/13/2022 12:00:00.000 
12563,"3,099.00",337.28,199.00,536.28,"3,497.05",12/13/2022 12:00:00.000 
12565,"27,878.46","3,190.53","1,017.80","4,208.33","29,881.19",12/10/2022 12:00:00.000 
12304,"4,899.00",881.28,449.00,"1,330.28","5,532.46",12/10/2022 12:00:00.000 
12570,"24,900.00",0.00,500.00,500.00,"25,400.00",12/10/2022 12:00:00.000 
12569,"8,119.00",938.62,"2,621.54","3,560.16","11,868.82",12/10/2022 12:00:00.000 
12567,"9,560.00",972.03,349.00,"1,321.03","10,642.87",12/10/2022 12:00:00.000 
12547,"2,199.00",244.25,199.00,443.25,"2,492.79",12/09/2022 12:00:00.000 
12548,"1,999.00",35.28,199.00,234.28,"2,339.08",12/08/2022 12:00:00.000 
12564,"6,888.00",49.05,349.00,398.05,"7,472.12",12/08/2022 12:00:00.000 
12558,"3,099.00",415.25,349.00,764.25,"3,654.96",12/08/2022 12:00:00.000 
12560,"7,168.99",685.22,501.62,"1,186.84","8,104.98",12/02/2022 12:00:00.000 
12559,"1,480.00",285.00,0.00,285.00,"1,480.00",11/30/2022 12:00:00.000 
12557,"8,949.00","1,250.78",738.34,"1,989.12","9,813.25",11/26/2022 12:00:00.000 
12554,"9,228.00","1,232.28","1,249.00","2,481.28","11,324.98",11/25/2022 12:00:00.000 
12556,"1,423.95",370.33,199.00,569.33,"1,731.88",11/25/2022 12:00:00.000 
12555,"3,099.00",456.38,349.00,805.38,"3,650.42",11/25/2022 12:00:00.000 
12550,"25,245.00",869.80,0.00,869.80,"25,245.00",11/22/2022 12:00:00.000 
12543,"4,149.00",639.28,199.00,838.28,"4,602.39",11/22/2022 12:00:00.000 
12284,"42,179.34","2,070.33","2,071.87","4,142.20","43,665.53",11/22/2022 12:00:00.000 
12553,"11,763.80","1,376.48","1,546.99","2,923.47","13,899.72",11/22/2022 12:00:00.000 
12551,"22,786.00",125.55,0.00,125.55,"22,786.00",11/22/2022 12:00:00.000 
12546,"17,598.98","2,793.87",519.00,"3,312.87","19,686.89",11/17/2022 12:00:00.000 
12545,"8,699.00","1,091.43",449.00,"1,540.43","9,838.10",11/15/2022 12:00:00.000 
12544,"16,777.80","2,346.94",747.22,"3,094.16","17,928.90",11/12/2022 12:00:00.000 
12540,"2,092.95",40.78,199.00,239.78,"2,383.67",11/11/2022 12:00:00.000 
12084,"8,784.00",949.03,326.86,"1,275.89","9,257.44",11/10/2022 12:00:00.000 
12535,"10,917.45","1,679.38",519.00,"2,198.38","12,078.25",11/08/2022 12:00:00.000 
12536,"11,441.00","1,788.43","2,249.00","4,037.43","15,648.60",11/08/2022 12:00:00.000 
12534,"25,253.95","3,175.33","1,500.05","4,675.38","29,380.42",11/08/2022 12:00:00.000 
12533,"19,999.00","2,605.79",930.96,"3,536.75","22,718.56",11/05/2022 12:00:00.000 
12518,"6,299.00",94.67,273.12,367.79,"6,675.12",11/05/2022 12:00:00.000 
12439,"18,993.94","1,594.58",188.00,"1,782.58","19,788.70",11/03/2022 12:00:00.000 
12530,"5,649.00",814.46,188.00,"1,002.46","6,359.56",11/02/2022 12:00:00.000 
